ID;email;userName;password;rol;imagenPerfil;bonos
618f1a2b3c4d5e6f7a8b9c69;usuario15@example.com;user15;**************;user;https://res.cloudinary.com/dq2daoeex/image/upload/c_thumb,w_200,g_face/v1723660717/Proyecto10/oy1tksyz1ycc1edxcfqb.jpg;[]
618f1a2b3c4d5e6f7a8b9c6a;usuario16@example.com;user16;**************;user;https://res.cloudinary.com/dq2daoeex/image/upload/c_thumb,w_200,g_face/v1723660717/Proyecto10/oy1tksyz1ycc1edxcfqb.jpg;[618f1a2b3c4d5e6f7a8b9c48]
618f1a2b3c4d5e6f7a8b9c6b;usuario17@example.com;user17;**************;user;https://res.cloudinary.com/dq2daoeex/image/upload/c_thumb,w_200,g_face/v1723660717/Proyecto10/oy1tksyz1ycc1edxcfqb.jpg;[618f1a2b3c4d5e6f7a8b9c49]
618f1a2b3c4d5e6f7a8b9c6c;usuario18@example.com;user18;**************;user;https://res.cloudinary.com/dq2daoeex/image/upload/c_thumb,w_200,g_face/v1723660717/Proyecto10/oy1tksyz1ycc1edxcfqb.jpg;[618f1a2b3c4d5e6f7a8b9c3e]
618f1a2b3c4d5e6f7a8b9c6d;usuario19@example.com;user19;**************;user;https://res.cloudinary.com/dq2daoeex/image/upload/c_thumb,w_200,g_face/v1723660717/Proyecto10/oy1tksyz1ycc1edxcfqb.jpg;[]
618f1a2b3c4d5e6f7a8b9c6e;usuario20@example.com;user20;**************;user;https://res.cloudinary.com/dq2daoeex/image/upload/c_thumb,w_200,g_face/v1723660717/Proyecto10/oy1tksyz1ycc1edxcfqb.jpg;[]
618f1a2b3c4d5e6f7a8b9c6f;usuario21@example.com;user21;**************;user;https://res.cloudinary.com/dq2daoeex/image/upload/c_thumb,w_200,g_face/v1723660717/Proyecto10/oy1tksyz1ycc1edxcfqb.jpg;[]
618f1a2b3c4d5e6f7a8b9c70;usuario22@example.com;user22;**************;user;https://res.cloudinary.com/dq2daoeex/image/upload/c_thumb,w_200,g_face/v1723660717/Proyecto10/oy1tksyz1ycc1edxcfqb.jpg;[]
618f1a2b3c4d5e6f7a8b9c71;usuario23@example.com;user23;**************;user;https://res.cloudinary.com/dq2daoeex/image/upload/c_thumb,w_200,g_face/v1723660717/Proyecto10/oy1tksyz1ycc1edxcfqb.jpg;[618f1a2b3c4d5e6f7a8b9c47]
618f1a2b3c4d5e6f7a8b9c72;usuario24@example.com;user24;**************;user;https://res.cloudinary.com/dq2daoeex/image/upload/c_thumb,w_200,g_face/v1723660717/Proyecto10/oy1tksyz1ycc1edxcfqb.jpg;[618f1a2b3c4d5e6f7a8b9c42]
618f1a2b3c4d5e6f7a8b9c73;usuario25@example.com;user25;**************;user;https://res.cloudinary.com/dq2daoeex/image/upload/c_thumb,w_200,g_face/v1723660717/Proyecto10/oy1tksyz1ycc1edxcfqb.jpg;[]
618f1a2b3c4d5e6f7a8b9c74;usuario26@example.com;user26;**************;user;https://res.cloudinary.com/dq2daoeex/image/upload/c_thumb,w_200,g_face/v1723660717/Proyecto10/oy1tksyz1ycc1edxcfqb.jpg;[618f1a2b3c4d5e6f7a8b9c41]
618f1a2b3c4d5e6f7a8b9c75;usuario27@example.com;user27;**************;user;https://res.cloudinary.com/dq2daoeex/image/upload/c_thumb,w_200,g_face/v1723660717/Proyecto10/oy1tksyz1ycc1edxcfqb.jpg;[618f1a2b3c4d5e6f7a8b9c40]
618f1a2b3c4d5e6f7a8b9c76;usuario28@example.com;user28;**************;user;https://res.cloudinary.com/dq2daoeex/image/upload/c_thumb,w_200,g_face/v1723660717/Proyecto10/oy1tksyz1ycc1edxcfqb.jpg;[618f1a2b3c4d5e6f7a8b9c3f]
618f1a2b3c4d5e6f7a8b9c77;usuario29@example.com;user29;**************;user;https://res.cloudinary.com/dq2daoeex/image/upload/c_thumb,w_200,g_face/v1723660717/Proyecto10/oy1tksyz1ycc1edxcfqb.jpg;[]
618f1a2b3c4d5e6f7a8b9c78;usuario30@example.com;user30;**************;user;https://res.cloudinary.com/dq2daoeex/image/upload/c_thumb,w_200,g_face/v1723660717/Proyecto10/oy1tksyz1ycc1edxcfqb.jpg;[]
